"","Genome_ID","Count","Integron_type","Genus_rev"
"2824","G_1243051",14,"CALIN","Vibrio"
"2825","G_1243051",0,"In0","Vibrio"
"2826","G_1243051",1,"complete","Vibrio"
"2827","G_1243055",1,"complete","Vibrio"
"2828","G_1243055",8,"CALIN","Vibrio"
"2829","G_1243055",0,"In0","Vibrio"
"2830","G_1243065",1,"complete","Vibrio"
"2831","G_1243065",0,"In0","Vibrio"
"2832","G_1243065",2,"CALIN","Vibrio"
"2833","G_1243067",0,"complete","Vibrio"
"2834","G_1243067",0,"complete","Vibrio"
"2835","G_1243067",1,"In0","Vibrio"
"2836","G_1243067",1,"In0","Vibrio"
"2837","G_1243067",11,"CALIN","Vibrio"
"2838","G_1243067",11,"CALIN","Vibrio"
"2839","G_1243071",1,"complete","Vibrio"
"2840","G_1243071",6,"CALIN","Vibrio"
"2841","G_1243071",0,"In0","Vibrio"
"2842","G_1243074",0,"CALIN","Vibrio"
"2843","G_1243074",1,"complete","Vibrio"
"2844","G_1243074",0,"In0","Vibrio"
"2845","G_1243075",0,"CALIN","Vibrio"
"2846","G_1243075",1,"complete","Vibrio"
"2847","G_1243075",0,"In0","Vibrio"
"2848","G_1243076",1,"complete","Vibrio"
"2849","G_1243076",11,"CALIN","Vibrio"
"2850","G_1243076",0,"In0","Vibrio"
"2851","G_1243093",1,"In0","Vibrio"
"2852","G_1243093",11,"CALIN","Vibrio"
"2853","G_1243093",0,"complete","Vibrio"
"2854","G_1243096",12,"CALIN","Vibrio"
"2855","G_1243096",0,"complete","Vibrio"
"2856","G_1243096",1,"In0","Vibrio"
"2857","G_1243102",11,"CALIN","Vibrio"
"2858","G_1243102",0,"complete","Vibrio"
"2859","G_1243102",1,"In0","Vibrio"
"2860","G_1243103",10,"CALIN","Vibrio"
"2861","G_1243103",0,"complete","Vibrio"
"2862","G_1243103",1,"In0","Vibrio"
"2863","G_1243108",1,"In0","Vibrio"
"2864","G_1243108",0,"complete","Vibrio"
"2865","G_1243108",9,"CALIN","Vibrio"
"2866","G_1243118",9,"CALIN","Vibrio"
"2867","G_1243118",1,"In0","Vibrio"
"2868","G_1243118",0,"complete","Vibrio"
"2869","G_1243127",7,"CALIN","Vibrio"
"2870","G_1243127",1,"complete","Vibrio"
"2871","G_1243127",0,"In0","Vibrio"
"2872","G_1243130",0,"In0","Vibrio"
"2873","G_1243130",2,"CALIN","Vibrio"
"2874","G_1243130",1,"complete","Vibrio"
"2875","G_1243131",11,"CALIN","Vibrio"
"2876","G_1243131",1,"complete","Vibrio"
"2877","G_1243131",0,"In0","Vibrio"
"2878","G_1243136",1,"complete","Vibrio"
"2879","G_1243136",14,"CALIN","Vibrio"
"2880","G_1243136",0,"In0","Vibrio"
"2881","G_1243138",19,"CALIN","Vibrio"
"2882","G_1243138",1,"complete","Vibrio"
"2883","G_1243138",0,"In0","Vibrio"
"2884","G_1243149",3,"CALIN","Vibrio"
"2885","G_1243149",0,"In0","Vibrio"
"2886","G_1243149",1,"complete","Vibrio"
"2887","G_1243150",10,"CALIN","Vibrio"
"2888","G_1243150",0,"complete","Vibrio"
"2889","G_1243150",1,"In0","Vibrio"
"2890","G_1243151",5,"CALIN","Vibrio"
"2891","G_1243151",0,"In0","Vibrio"
"2892","G_1243151",1,"complete","Vibrio"
"2893","G_1243152",10,"CALIN","Vibrio"
"2894","G_1243152",0,"In0","Vibrio"
"2895","G_1243152",1,"complete","Vibrio"
"2896","G_1243266",5,"CALIN","Vibrio"
"2897","G_1243266",0,"In0","Vibrio"
"2898","G_1243266",1,"complete","Vibrio"
"2899","G_1243275",1,"CALIN","Vibrio"
"2900","G_1243275",0,"In0","Vibrio"
"2901","G_1243275",1,"complete","Vibrio"
"2902","G_1243290",0,"CALIN","Vibrio"
"2903","G_1243290",0,"In0","Vibrio"
"2904","G_1243290",1,"complete","Vibrio"
"2905","G_1243310",0,"In0","Vibrio"
"2906","G_1243310",18,"CALIN","Vibrio"
"2907","G_1243310",1,"complete","Vibrio"
"2908","G_1243324",28,"CALIN","Vibrio"
"2909","G_1243324",28,"CALIN","Vibrio"
"2910","G_1243324",1,"complete","Vibrio"
"2911","G_1243324",1,"complete","Vibrio"
"2912","G_1243324",0,"In0","Vibrio"
"2913","G_1243324",0,"In0","Vibrio"
"2914","G_1243325",0,"In0","Vibrio"
"2915","G_1243325",1,"complete","Vibrio"
"2916","G_1243325",25,"CALIN","Vibrio"
"2917","G_1243357",0,"In0","Vibrio"
"2918","G_1243357",0,"In0","Vibrio"
"2919","G_1243357",1,"complete","Vibrio"
"2920","G_1243357",1,"complete","Vibrio"
"2921","G_1243357",8,"CALIN","Vibrio"
"2922","G_1243357",8,"CALIN","Vibrio"
"2923","G_1243366",0,"In0","Vibrio"
"2924","G_1243366",1,"complete","Vibrio"
"2925","G_1243366",4,"CALIN","Vibrio"
"2926","G_1243368",1,"complete","Vibrio"
"2927","G_1243368",9,"CALIN","Vibrio"
"2928","G_1243368",0,"In0","Vibrio"
"2929","G_1243370",0,"CALIN","Vibrio"
"2930","G_1243370",0,"In0","Vibrio"
"2931","G_1243370",1,"complete","Vibrio"
"2932","G_1243374",0,"In0","Vibrio"
"2933","G_1243374",1,"complete","Vibrio"
"2934","G_1243374",10,"CALIN","Vibrio"
"2935","G_1243386",0,"In0","Vibrio"
"2936","G_1243386",1,"complete","Vibrio"
"2937","G_1243386",7,"CALIN","Vibrio"
"2938","G_1243388",1,"complete","Vibrio"
"2939","G_1243388",7,"CALIN","Vibrio"
"2940","G_1243388",0,"In0","Vibrio"
"2941","G_1243393",8,"CALIN","Vibrio"
"2942","G_1243393",0,"In0","Vibrio"
"2943","G_1243393",1,"complete","Vibrio"
"2944","G_1243399",1,"complete","Vibrio"
"2945","G_1243399",0,"In0","Vibrio"
"2946","G_1243399",17,"CALIN","Vibrio"
"2947","G_1243401",0,"complete","Vibrio"
"2948","G_1243401",0,"complete","Vibrio"
"2949","G_1243401",1,"In0","Vibrio"
"2950","G_1243401",1,"In0","Vibrio"
"2951","G_1243401",5,"CALIN","Vibrio"
"2952","G_1243401",5,"CALIN","Vibrio"
"2953","G_1243410",0,"complete","Vibrio"
"2954","G_1243410",1,"In0","Vibrio"
"2955","G_1243410",30,"CALIN","Vibrio"
"2956","G_1243414",0,"In0","Vibrio"
"2957","G_1243414",27,"CALIN","Vibrio"
"2958","G_1243414",1,"complete","Vibrio"
"2959","G_1243424",1,"complete","Vibrio"
"2960","G_1243424",0,"In0","Vibrio"
"2961","G_1243424",2,"CALIN","Vibrio"
"2962","G_1243425",1,"complete","Vibrio"
"2963","G_1243425",0,"In0","Vibrio"
"2964","G_1243425",15,"CALIN","Vibrio"
"2965","G_1243433",1,"complete","Vibrio"
"2966","G_1243433",0,"In0","Vibrio"
"2967","G_1243433",13,"CALIN","Vibrio"
"2968","G_1243435",1,"complete","Vibrio"
"2969","G_1243435",0,"In0","Vibrio"
"2970","G_1243435",23,"CALIN","Vibrio"
"2971","G_1243450",13,"CALIN","Vibrio"
"2972","G_1243450",0,"complete","Vibrio"
"2973","G_1243450",1,"In0","Vibrio"
"2974","G_1243451",13,"CALIN","Vibrio"
"2975","G_1243451",1,"complete","Vibrio"
"2976","G_1243451",0,"In0","Vibrio"
"2977","G_1243452",0,"complete","Vibrio"
"2978","G_1243452",1,"In0","Vibrio"
"2979","G_1243452",18,"CALIN","Vibrio"
"2980","G_1243456",0,"complete","Vibrio"
"2981","G_1243456",1,"In0","Vibrio"
"2982","G_1243456",10,"CALIN","Vibrio"
"2983","G_1243460",13,"CALIN","Vibrio"
"2984","G_1243460",0,"In0","Vibrio"
"2985","G_1243460",1,"complete","Vibrio"
"2986","G_1243464",7,"CALIN","Vibrio"
"2987","G_1243464",1,"complete","Vibrio"
"2988","G_1243464",0,"In0","Vibrio"
"2989","G_1243466",1,"complete","Vibrio"
"2990","G_1243466",0,"In0","Vibrio"
"2991","G_1243466",15,"CALIN","Vibrio"
"2992","G_1243467",1,"complete","Vibrio"
"2993","G_1243467",0,"In0","Vibrio"
"2994","G_1243467",10,"CALIN","Vibrio"
"2995","G_1243469",1,"In0","Vibrio"
"2996","G_1243469",14,"CALIN","Vibrio"
"2997","G_1243469",0,"complete","Vibrio"
"2998","G_1243473",2,"CALIN","Vibrio"
"2999","G_1243473",0,"complete","Vibrio"
"3000","G_1243473",1,"In0","Vibrio"
"3001","G_1243474",0,"complete","Vibrio"
"3002","G_1243474",10,"CALIN","Vibrio"
"3003","G_1243474",1,"In0","Vibrio"
"3004","G_1243475",1,"complete","Vibrio"
"3005","G_1243475",0,"In0","Vibrio"
"3006","G_1243475",0,"CALIN","Vibrio"
"3007","G_1243477",1,"complete","Vibrio"
"3008","G_1243477",8,"CALIN","Vibrio"
"3009","G_1243477",0,"In0","Vibrio"
"3010","G_1243486",0,"complete","Vibrio"
"3011","G_1243486",1,"In0","Vibrio"
"3012","G_1243486",17,"CALIN","Vibrio"
"3013","G_1243494",1,"complete","Vibrio"
"3014","G_1243494",10,"CALIN","Vibrio"
"3015","G_1243494",0,"In0","Vibrio"
"3016","G_1243496",0,"complete","Vibrio"
"3017","G_1243496",1,"In0","Vibrio"
"3018","G_1243496",1,"CALIN","Vibrio"
"3019","G_1243499",0,"In0","Vibrio"
"3020","G_1243499",1,"complete","Vibrio"
"3021","G_1243499",0,"CALIN","Vibrio"
"3022","G_1243500",12,"CALIN","Vibrio"
"3023","G_1243500",1,"In0","Vibrio"
"3024","G_1243500",0,"complete","Vibrio"
"3025","G_1243501",0,"In0","Vibrio"
"3026","G_1243501",1,"complete","Vibrio"
"3027","G_1243501",15,"CALIN","Vibrio"
"3028","G_1243503",6,"CALIN","Vibrio"
"3029","G_1243503",1,"In0","Vibrio"
"3030","G_1243503",0,"complete","Vibrio"
"3031","G_1243504",1,"In0","Vibrio"
"3032","G_1243504",0,"complete","Vibrio"
"3033","G_1243504",16,"CALIN","Vibrio"
"3034","G_1243507",10,"CALIN","Vibrio"
"3035","G_1243507",10,"CALIN","Vibrio"
"3036","G_1243507",0,"In0","Vibrio"
"3037","G_1243507",0,"In0","Vibrio"
"3038","G_1243507",1,"complete","Vibrio"
"3039","G_1243507",1,"complete","Vibrio"
"3040","G_1243509",10,"CALIN","Vibrio"
"3041","G_1243509",1,"complete","Vibrio"
"3042","G_1243509",0,"In0","Vibrio"
"3043","G_1243514",1,"complete","Vibrio"
"3044","G_1243514",0,"In0","Vibrio"
"3045","G_1243514",9,"CALIN","Vibrio"
"3046","G_1243515",1,"complete","Vibrio"
"3047","G_1243515",10,"CALIN","Vibrio"
"3048","G_1243515",0,"In0","Vibrio"
"3049","G_1243520",1,"complete","Vibrio"
"3050","G_1243520",6,"CALIN","Vibrio"
"3051","G_1243520",0,"In0","Vibrio"
"3052","G_1243523",1,"complete","Vibrio"
"3053","G_1243523",10,"CALIN","Vibrio"
"3054","G_1243523",0,"In0","Vibrio"
"3055","G_1243526",0,"complete","Vibrio"
"3056","G_1243526",11,"CALIN","Vibrio"
"3057","G_1243526",1,"In0","Vibrio"
"3058","G_1243537",1,"complete","Vibrio"
"3059","G_1243537",6,"CALIN","Vibrio"
"3060","G_1243537",0,"In0","Vibrio"
"3061","G_1243538",1,"CALIN","Vibrio"
"3062","G_1243538",0,"complete","Vibrio"
"3063","G_1243538",1,"In0","Vibrio"
"3064","G_1243540",0,"complete","Vibrio"
"3065","G_1243540",15,"CALIN","Vibrio"
"3066","G_1243540",1,"In0","Vibrio"
"3067","G_1243541",5,"CALIN","Vibrio"
"3068","G_1243541",0,"In0","Vibrio"
"3069","G_1243541",3,"complete","Vibrio"
"3070","G_1243545",14,"CALIN","Vibrio"
"3071","G_1243545",1,"In0","Vibrio"
"3072","G_1243545",0,"complete","Vibrio"
"3073","G_1243552",2,"CALIN","Vibrio"
"3074","G_1243552",0,"In0","Vibrio"
"3075","G_1243552",1,"complete","Vibrio"
"3076","G_1243557",1,"complete","Vibrio"
"3077","G_1243557",0,"In0","Vibrio"
"3078","G_1243557",16,"CALIN","Vibrio"
"3079","G_1243559",0,"In0","Vibrio"
"3080","G_1243559",0,"CALIN","Vibrio"
"3081","G_1243559",1,"complete","Vibrio"
"3082","G_1243560",1,"complete","Vibrio"
"3083","G_1243560",0,"In0","Vibrio"
"3084","G_1243560",0,"CALIN","Vibrio"
"3085","G_1243573",0,"complete","Vibrio"
"3086","G_1243573",1,"In0","Vibrio"
"3087","G_1243573",10,"CALIN","Vibrio"
"3088","G_1243579",1,"complete","Vibrio"
"3089","G_1243579",0,"In0","Vibrio"
"3090","G_1243579",5,"CALIN","Vibrio"
"3091","G_1243581",1,"In0","Vibrio"
"3092","G_1243581",0,"complete","Vibrio"
"3093","G_1243581",9,"CALIN","Vibrio"
"3094","G_1243591",0,"In0","Vibrio"
"3095","G_1243591",1,"complete","Vibrio"
"3096","G_1243591",7,"CALIN","Vibrio"
"3097","G_1243592",1,"complete","Vibrio"
"3098","G_1243592",0,"In0","Vibrio"
"3099","G_1243592",6,"CALIN","Vibrio"
"3100","G_1243595",10,"CALIN","Vibrio"
"3101","G_1243595",1,"In0","Vibrio"
"3102","G_1243595",0,"complete","Vibrio"
"3103","G_1243596",0,"In0","Vibrio"
"3104","G_1243596",1,"complete","Vibrio"
"3105","G_1243596",7,"CALIN","Vibrio"
"3106","G_1243600",8,"CALIN","Vibrio"
"3107","G_1243600",0,"In0","Vibrio"
"3108","G_1243600",1,"complete","Vibrio"
"3109","G_1243602",0,"In0","Vibrio"
"3110","G_1243602",12,"CALIN","Vibrio"
"3111","G_1243602",1,"complete","Vibrio"
"3112","G_1243616",0,"In0","Vibrio"
"3113","G_1243616",7,"CALIN","Vibrio"
"3114","G_1243616",1,"complete","Vibrio"
"3115","G_1243624",12,"CALIN","Vibrio"
"3116","G_1243624",1,"In0","Vibrio"
"3117","G_1243624",0,"complete","Vibrio"
"3118","G_1243627",14,"CALIN","Vibrio"
"3119","G_1243627",1,"In0","Vibrio"
"3120","G_1243627",0,"complete","Vibrio"
"3121","G_1243628",12,"CALIN","Vibrio"
"3122","G_1243628",0,"In0","Vibrio"
"3123","G_1243628",1,"complete","Vibrio"
"3124","G_1243638",1,"complete","Vibrio"
"3125","G_1243638",8,"CALIN","Vibrio"
"3126","G_1243638",0,"In0","Vibrio"
"3127","G_1243648",0,"complete","Vibrio"
"3128","G_1243648",1,"In0","Vibrio"
"3129","G_1243648",9,"CALIN","Vibrio"
"3130","G_1243651",0,"In0","Vibrio"
"3131","G_1243651",1,"complete","Vibrio"
"3132","G_1243651",9,"CALIN","Vibrio"
"3133","G_1243654",1,"complete","Vibrio"
"3134","G_1243654",0,"In0","Vibrio"
"3135","G_1243654",0,"CALIN","Vibrio"
"3136","G_1243659",0,"In0","Vibrio"
"3137","G_1243659",1,"complete","Vibrio"
"3138","G_1243659",6,"CALIN","Vibrio"
"3139","G_1243695",1,"complete","Vibrio"
"3140","G_1243695",0,"In0","Vibrio"
"3141","G_1243695",8,"CALIN","Vibrio"
"3142","G_1243703",1,"In0","Vibrio"
"3143","G_1243703",0,"complete","Vibrio"
"3144","G_1243703",15,"CALIN","Vibrio"
"3145","G_1243704",0,"In0","Vibrio"
"3146","G_1243704",7,"CALIN","Vibrio"
"3147","G_1243704",1,"complete","Vibrio"
"3148","G_1243710",0,"In0","Vibrio"
"3149","G_1243710",1,"complete","Vibrio"
"3150","G_1243710",8,"CALIN","Vibrio"
"3151","G_1243716",0,"In0","Vibrio"
"3152","G_1243716",14,"CALIN","Vibrio"
"3153","G_1243716",1,"complete","Vibrio"
"3154","G_1243718",0,"In0","Vibrio"
"3155","G_1243718",1,"complete","Vibrio"
"3156","G_1243718",8,"CALIN","Vibrio"
"3157","G_1243741",0,"In0","Vibrio"
"3158","G_1243741",7,"CALIN","Vibrio"
"3159","G_1243741",1,"complete","Vibrio"
"3160","G_1243768",11,"CALIN","Vibrio"
"3161","G_1243768",0,"In0","Vibrio"
"3162","G_1243768",1,"complete","Vibrio"
"3163","G_1243793",0,"complete","Vibrio"
"3164","G_1243793",7,"CALIN","Vibrio"
"3165","G_1243793",1,"In0","Vibrio"
"3166","G_1243804",1,"complete","Vibrio"
"3167","G_1243804",22,"CALIN","Vibrio"
"3168","G_1243804",0,"In0","Vibrio"
"3169","G_1243809",0,"complete","Vibrio"
"3170","G_1243809",0,"CALIN","Vibrio"
"3171","G_1243809",1,"In0","Vibrio"
"3172","G_1243825",0,"complete","Vibrio"
"3173","G_1243825",1,"In0","Vibrio"
"3174","G_1243825",5,"CALIN","Vibrio"
"3175","G_1243835",1,"complete","Vibrio"
"3176","G_1243835",0,"In0","Vibrio"
"3177","G_1243835",2,"CALIN","Vibrio"
"3178","G_1243854",1,"complete","Vibrio"
"3179","G_1243854",14,"CALIN","Vibrio"
"3180","G_1243854",0,"In0","Vibrio"
"3181","G_1243863",0,"In0","Vibrio"
"3182","G_1243863",1,"complete","Vibrio"
"3183","G_1243863",9,"CALIN","Vibrio"
"3184","G_1243866",1,"complete","Vibrio"
"3185","G_1243866",1,"CALIN","Vibrio"
"3186","G_1243866",0,"In0","Vibrio"
"3187","G_1243876",1,"In0","Vibrio"
"3188","G_1243876",14,"CALIN","Vibrio"
"3189","G_1243876",0,"complete","Vibrio"
"3190","G_1243917",0,"In0","Vibrio"
"3191","G_1243917",1,"complete","Vibrio"
"3192","G_1243917",1,"CALIN","Vibrio"
"3193","G_1243920",1,"In0","Vibrio"
"3194","G_1243920",0,"complete","Vibrio"
"3195","G_1243920",14,"CALIN","Vibrio"
"3196","G_1243948",0,"In0","Vibrio"
"3197","G_1243948",1,"CALIN","Vibrio"
"3198","G_1243948",1,"complete","Vibrio"
"3199","G_1243957",1,"In0","Vibrio"
"3200","G_1243957",2,"CALIN","Vibrio"
"3201","G_1243957",0,"complete","Vibrio"
"3202","G_1243961",0,"In0","Vibrio"
"3203","G_1243961",14,"CALIN","Vibrio"
"3204","G_1243961",1,"complete","Vibrio"
"3205","G_1243997",0,"complete","Vibrio"
"3206","G_1243997",1,"In0","Vibrio"
"3207","G_1243997",11,"CALIN","Vibrio"
"3208","G_1244008",0,"In0","Vibrio"
"3209","G_1244008",7,"CALIN","Vibrio"
"3210","G_1244008",1,"complete","Vibrio"
"3211","G_1244021",1,"complete","Vibrio"
"3212","G_1244021",21,"CALIN","Vibrio"
"3213","G_1244021",0,"In0","Vibrio"
"3214","G_1244037",0,"complete","Vibrio"
"3215","G_1244037",4,"CALIN","Vibrio"
"3216","G_1244037",1,"In0","Vibrio"
"3217","G_1244038",0,"complete","Vibrio"
"3218","G_1244038",0,"CALIN","Vibrio"
"3219","G_1244038",1,"In0","Vibrio"
"3220","G_1244042",11,"CALIN","Vibrio"
"3221","G_1244042",1,"In0","Vibrio"
"3222","G_1244042",0,"complete","Vibrio"
"3223","G_1244043",20,"CALIN","Vibrio"
"3224","G_1244043",1,"complete","Vibrio"
"3225","G_1244043",0,"In0","Vibrio"
"3226","G_1244052",20,"CALIN","Vibrio"
"3227","G_1244052",0,"In0","Vibrio"
"3228","G_1244052",1,"complete","Vibrio"
"3229","G_1244077",4,"CALIN","Vibrio"
"3230","G_1244077",0,"In0","Vibrio"
"3231","G_1244077",1,"complete","Vibrio"
"3232","G_1244081",6,"CALIN","Vibrio"
"3233","G_1244081",0,"In0","Vibrio"
"3234","G_1244081",1,"complete","Vibrio"
"3235","G_1244084",11,"CALIN","Vibrio"
"3236","G_1244084",0,"In0","Vibrio"
"3237","G_1244084",1,"complete","Vibrio"
"3238","G_1244087",6,"CALIN","Vibrio"
"3239","G_1244087",1,"In0","Vibrio"
"3240","G_1244087",0,"complete","Vibrio"
"3241","G_1244092",0,"In0","Vibrio"
"3242","G_1244092",8,"CALIN","Vibrio"
"3243","G_1244092",1,"complete","Vibrio"
"3244","G_1244106",6,"CALIN","Vibrio"
"3245","G_1244106",1,"complete","Vibrio"
"3246","G_1244106",0,"In0","Vibrio"
"3247","G_1244112",1,"complete","Vibrio"
"3248","G_1244112",14,"CALIN","Vibrio"
"3249","G_1244112",0,"In0","Vibrio"
"3250","G_1244113",0,"In0","Vibrio"
"3251","G_1244113",1,"complete","Vibrio"
"3252","G_1244113",12,"CALIN","Vibrio"
"3253","G_1244147",0,"complete","Vibrio"
"3254","G_1244147",5,"CALIN","Vibrio"
"3255","G_1244147",1,"In0","Vibrio"
"3256","G_1244178",0,"In0","Vibrio"
"3257","G_1244178",1,"complete","Vibrio"
"3258","G_1244178",7,"CALIN","Vibrio"
"3259","G_1244198",1,"complete","Vibrio"
"3260","G_1244198",18,"CALIN","Vibrio"
"3261","G_1244198",0,"In0","Vibrio"
"3262","G_1244207",0,"In0","Vibrio"
"3263","G_1244207",1,"complete","Vibrio"
"3264","G_1244207",26,"CALIN","Vibrio"
"3265","G_1244224",1,"In0","Vibrio"
"3266","G_1244224",9,"CALIN","Vibrio"
"3267","G_1244224",0,"complete","Vibrio"
"3268","G_1244266",4,"CALIN","Other"
"3269","G_1244266",0,"In0","Other"
"3270","G_1244266",1,"complete","Other"
"3271","G_1244267",1,"In0","Vibrio"
"3272","G_1244267",9,"CALIN","Vibrio"
"3273","G_1244267",0,"complete","Vibrio"
"3274","G_1244269",12,"CALIN","Vibrio"
"3275","G_1244269",0,"In0","Vibrio"
"3276","G_1244269",1,"complete","Vibrio"
"3277","G_1244285",0,"In0","Vibrio"
"3278","G_1244285",7,"CALIN","Vibrio"
"3279","G_1244285",1,"complete","Vibrio"
"3280","G_1244289",15,"CALIN","Vibrio"
"3281","G_1244289",1,"In0","Vibrio"
"3282","G_1244289",0,"complete","Vibrio"
"3283","G_1244294",11,"CALIN","Vibrio"
"3284","G_1244294",1,"complete","Vibrio"
"3285","G_1244294",0,"In0","Vibrio"
"3286","G_1244295",1,"complete","Vibrio"
"3287","G_1244295",0,"In0","Vibrio"
"3288","G_1244295",8,"CALIN","Vibrio"
"3289","G_1244306",0,"In0","Vibrio"
"3290","G_1244306",1,"complete","Vibrio"
"3291","G_1244306",12,"CALIN","Vibrio"
"3292","G_1244311",0,"In0","Vibrio"
"3293","G_1244311",2,"CALIN","Vibrio"
"3294","G_1244311",1,"complete","Vibrio"
"3295","G_1244317",0,"In0","Vibrio"
"3296","G_1244317",1,"complete","Vibrio"
"3297","G_1244317",16,"CALIN","Vibrio"
"3298","G_1244324",1,"complete","Vibrio"
"3299","G_1244324",7,"CALIN","Vibrio"
"3300","G_1244324",0,"In0","Vibrio"
"3301","G_1244326",1,"In0","Vibrio"
"3302","G_1244326",0,"complete","Vibrio"
"3303","G_1244326",18,"CALIN","Vibrio"
"3304","G_1244333",0,"In0","Vibrio"
"3305","G_1244333",17,"CALIN","Vibrio"
"3306","G_1244333",1,"complete","Vibrio"
"3307","G_1244350",17,"CALIN","Vibrio"
"3308","G_1244350",0,"In0","Vibrio"
"3309","G_1244350",1,"complete","Vibrio"
"3310","G_1244353",1,"complete","Vibrio"
"3311","G_1244353",0,"In0","Vibrio"
"3312","G_1244353",16,"CALIN","Vibrio"
"3313","G_1244361",1,"complete","Vibrio"
"3314","G_1244361",7,"CALIN","Vibrio"
"3315","G_1244361",0,"In0","Vibrio"
"3316","G_1244362",19,"CALIN","Vibrio"
"3317","G_1244362",0,"In0","Vibrio"
"3318","G_1244362",1,"complete","Vibrio"
"3319","G_1244368",7,"CALIN","Vibrio"
"3320","G_1244368",0,"In0","Vibrio"
"3321","G_1244368",1,"complete","Vibrio"
"3322","G_1244383",0,"In0","Other"
"3323","G_1244383",4,"CALIN","Other"
"3324","G_1244383",1,"complete","Other"
"3325","G_1244393",1,"complete","Vibrio"
"3326","G_1244393",0,"In0","Vibrio"
"3327","G_1244393",7,"CALIN","Vibrio"
"3328","G_1244410",8,"CALIN","Vibrio"
"3329","G_1244410",1,"complete","Vibrio"
"3330","G_1244410",0,"In0","Vibrio"
"3331","G_1244421",7,"CALIN","Vibrio"
"3332","G_1244421",0,"In0","Vibrio"
"3333","G_1244421",1,"complete","Vibrio"
"3334","G_1244422",0,"In0","Vibrio"
"3335","G_1244422",15,"CALIN","Vibrio"
"3336","G_1244422",1,"complete","Vibrio"
"3337","G_1244452",0,"complete","Vibrio"
"3338","G_1244452",1,"In0","Vibrio"
"3339","G_1244452",29,"CALIN","Vibrio"
"3340","G_1244459",13,"CALIN","Vibrio"
"3341","G_1244459",0,"In0","Vibrio"
"3342","G_1244459",1,"complete","Vibrio"
"3343","G_1244460",0,"In0","Vibrio"
"3344","G_1244460",6,"CALIN","Vibrio"
"3345","G_1244460",1,"complete","Vibrio"
"3346","G_1244480",1,"In0","Vibrio"
"3347","G_1244480",6,"CALIN","Vibrio"
"3348","G_1244480",0,"complete","Vibrio"
"3349","G_1244481",21,"CALIN","Vibrio"
"3350","G_1244481",1,"In0","Vibrio"
"3351","G_1244481",0,"complete","Vibrio"
"3352","G_1244482",1,"complete","Vibrio"
"3353","G_1244482",0,"In0","Vibrio"
"3354","G_1244482",8,"CALIN","Vibrio"
"3355","G_1244514",0,"In0","Vibrio"
"3356","G_1244514",8,"CALIN","Vibrio"
"3357","G_1244514",1,"complete","Vibrio"
"3358","G_1244523",0,"In0","Vibrio"
"3359","G_1244523",9,"CALIN","Vibrio"
"3360","G_1244523",1,"complete","Vibrio"
"3361","G_1244533",0,"In0","Vibrio"
"3362","G_1244533",2,"CALIN","Vibrio"
"3363","G_1244533",1,"complete","Vibrio"
"3364","G_1244534",1,"CALIN","Vibrio"
"3365","G_1244534",1,"complete","Vibrio"
"3366","G_1244534",0,"In0","Vibrio"
"3367","G_1244542",1,"complete","Vibrio"
"3368","G_1244542",21,"CALIN","Vibrio"
"3369","G_1244542",0,"In0","Vibrio"
"3370","G_1244566",0,"In0","Vibrio"
"3371","G_1244566",1,"complete","Vibrio"
"3372","G_1244566",13,"CALIN","Vibrio"
"3373","G_1244568",2,"CALIN","Vibrio"
"3374","G_1244568",1,"complete","Vibrio"
"3375","G_1244568",0,"In0","Vibrio"
"3376","G_1244569",21,"CALIN","Vibrio"
"3377","G_1244569",1,"complete","Vibrio"
"3378","G_1244569",0,"In0","Vibrio"
"3379","G_1244571",0,"CALIN","Vibrio"
"3380","G_1244571",0,"complete","Vibrio"
"3381","G_1244571",1,"In0","Vibrio"
"3382","G_1244576",1,"complete","Vibrio"
"3383","G_1244576",0,"In0","Vibrio"
"3384","G_1244576",2,"CALIN","Vibrio"
"3385","G_1244606",4,"CALIN","Vibrio"
"3386","G_1244606",0,"In0","Vibrio"
"3387","G_1244606",1,"complete","Vibrio"
"3388","G_1244614",5,"CALIN","Vibrio"
"3389","G_1244614",1,"complete","Vibrio"
"3390","G_1244614",0,"In0","Vibrio"
"3391","G_1244637",29,"CALIN","Vibrio"
"3392","G_1244637",1,"complete","Vibrio"
"3393","G_1244637",0,"In0","Vibrio"
"3394","G_1244642",6,"CALIN","Vibrio"
"3395","G_1244642",0,"In0","Vibrio"
"3396","G_1244642",1,"complete","Vibrio"
"3397","G_1244659",1,"In0","Vibrio"
"3398","G_1244659",8,"CALIN","Vibrio"
"3399","G_1244659",0,"complete","Vibrio"
"3400","G_1244662",12,"CALIN","Vibrio"
"3401","G_1244662",0,"In0","Vibrio"
"3402","G_1244662",1,"complete","Vibrio"
"3403","G_1244664",2,"CALIN","Vibrio"
"3404","G_1244664",1,"complete","Vibrio"
"3405","G_1244664",0,"In0","Vibrio"
"3406","G_1244668",1,"complete","Vibrio"
"3407","G_1244668",0,"In0","Vibrio"
"3408","G_1244668",1,"CALIN","Vibrio"
"3409","G_1244670",1,"complete","Vibrio"
"3410","G_1244670",0,"In0","Vibrio"
"3411","G_1244670",0,"CALIN","Vibrio"
"3412","G_1244683",1,"In0","Vibrio"
"3413","G_1244683",4,"CALIN","Vibrio"
"3414","G_1244683",0,"complete","Vibrio"
